매장명,주소,구,위도,경도
중앙대점,서울 동작구 흑석동 195-19,동작구,37.5070505838749,126.958409191217
해군회관점,서울특별시 동작구 여의대방로 194,동작구,37.5042619165854,126.922263210314
중앙대후문점,서울특별시 동작구 흑석로 20 (상도동  ) 1층,동작구,37.5048307436215,126.9530308556
상도역점,서울 동작구 상도동  753,동작구,37.4988159,126.9441045
대방역점,서울특별시 동작구 노량진로 24-0 (대방동 한신빌딩 ) 대방동,동작구,37.512908651342,126.928348559799
보라매공원점,서울 동작구 신대방동  498-2,동작구,37.4968172358703,126.916668141819
노들점,"서울 동작구 노량진로 200 (노량진동,베스트고시텔)1층",동작구,37.5129025942598,126.947920845817
보라매점,서울 동작구 보라매로5가길 16 보라매아카데미 1층,동작구,37.4912751024086,126.924094714271
노량진CTS점,서울 동작구 노량진동  41-5건설상가102호,동작구,37.5132002829995,126.938023782087
성산점,서울 마포구 월드컵북로 137 1층 일부(성산동),마포구,37.5648258493667,126.91166211022
광흥창역점,서울 마포구 서강로 46 1층 일호,마포구,37.5471520550055,126.931600627596
마포성산시영점,서울 마포구 월드컵북로 210 (성산동) 1층,마포구,37.5692205219891,126.905804329554
망리단길점,"서울 마포구 포은로 81-1 (망원동, S-빌딩) 1층",마포구,37.5543135567568,126.905265725284
공덕롯데캐슬점,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트) 지1층 8120호",마포구,37.5450686146253,126.950847479316
마포공덕역점,"서울 마포구 새창로 6 (도화동) 102, 202호",마포구,37.5420365203339,126.950509218628
합정역사거리점,서울특별시 마포구 독막로2길 5 (합정동) 1층,마포구,37.5482582573584,126.914898987448
합정홈플러스점,서울 마포구 양화로 45 지하 2층,마포구,37.5515008030203,126.91395024016
상암홈플러스점,서울 마포구 성산동 515,마포구,37.5682884450841,126.897273034482
마포점,서울 마포구 도화동  250-1,마포구,37.5397886030636,126.947354167926
합정동점,서울특별시 마포구 양화로6길 90,마포구,37.5482353406882,126.919083986241
오벨리스크점,서울특별시 마포구 도화동  555  한화오벨리스크 1층 103,마포구,37.5400400282506,126.945470495343
망원중앙점,서울특별시 마포구 월드컵로 147 1층 (망원동),마포구,37.5607966710773,126.905478560614
홍대청기와점,서울특별시 마포구 월드컵북로 7,마포구,37.5556111696904,126.920661686736
합정LIG점,서울 마포구 합정동  392-3,마포구,37.5495355681974,126.910347195305
상암한샘점,서울 마포구 상암동  1522 1층,마포구,37.5756992502769,126.897726538426
망원역점,서울 마포구 서교동  441-11,마포구,37.5563769271118,126.910219374041
명지대점,서울 서대문구 남가좌동  거북골로 35,서대문구,37.5793644567594,126.923916395533
서대문점,서울 서대문구 냉천동  248 1층,서대문구,37.5669328249643,126.965225656655
신촌기차역점,서울 서대문구 창천동  4-1 1층,서대문구,37.5589557471661,126.941471127288
신촌역점,서울특별시 서대문구 신촌로 87-20 (창천동  ),서대문구,37.5565111834994,126.936458823099
연남동점,서울특별시 서대문구 연희로 42 (연희동) 1층,서대문구,37.5623685801819,126.927862179186
가재울중앙점,서울특별시 서대문구 가재울미래로2 101동 105호,서대문구,37.5744019902031,126.917907814167
홍은사거리점,서울특별시 서대문구 통일로 510(홍은동) 일원 북한산 더샵 단지 내 상가 110호,서대문구,37.594570187466,126.941167410528
서대문구청점,서울 서대문구 연희로 237 (연희동) 1층,서대문구,37.5782396270709,126.93568571991
연희홍연길점,서울 서대문구 연희동 717-7 1층,서대문구,37.5763748711388,126.930038167646
아현역점,"서울 서대문구 신촌로37길 10 (북아현동, 아현 메디컬) 1층",서대문구,37.5576654886412,126.957137829236
연세의료원의과대학점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,37.563674036531,126.941917689273
연세의료원ABMRC점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,37.563674036531,126.941917689273
연세의료원제중관점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,37.563674036531,126.941917689273
연세의료원종합관점,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",서대문구,37.563674036531,126.941917689273
서울간호대점,서울 서대문구 간호대로 8 (홍제동) 이디야커피(서울간호대점),서대문구,37.5967035099632,126.94880303275
우면동점,서울 서초구 바우뫼로 20 1층(우면동),서초구,37.46994898856,127.025305086983
로얄마리나한강점,서울 서초구 한강남자전거길 2351,서초구,37.5192603044676,127.007842970729
강남역르피에드점,"서울 서초구 서운로 136 108, 109호",서초구,37.4956189258907,127.025219660672
신논현역점,"서울 서초구 서초대로77길 55 (서초동, 에이프로 스퀘어) 101,102호",서초구,37.5021008334827,127.024465815419
삼성금융연수원점,"서울 서초구 사임당로23길 27 (서초동, 서초 금융 캠퍼스) 삼성금융캠퍼스 1층",서초구,37.4919112408044,127.020286655293
국립국악원점,"서울 서초구 남부순환로 2364 (서초동, 국립국악원) 1층",서초구,37.4777188083482,127.009818464555
신사멀버리힐스점,서울 서초구 잠원동 27-2 신사멀버리힐스 104호,서초구,37.5143885476778,127.01915008726
국립중앙도서관디지털관점,서울 서초구 반포동 산 60-1 (국립중앙도서관) 본관 및 디지털도서관,서초구,37.4973931284854,127.003388951961
국립중앙도서관본관점,서울 서초구 반포동 산 60-1 (국립중앙도서관) 본관 및 디지털도서관 1,서초구,37.4973931284854,127.003388951961
강남센트럴시티점,"서울 서초구 신반포로 176 (반포동, 센트럴시티) 1층 104호",서초구,37.5039351769908,127.002413006799
서울고속버스터미널점,"서울 서초구 신반포로 194 (반포동, 강남고속버스터미널) 1,2층 21호",서초구,37.5064357442307,127.006834366246
서초우면중앙점,"서울 서초구 양재대로2길 100-11 (우면동, 서초 리슈빌S) 1층 103,104호",서초구,37.4564477478347,127.016254660862
양재하나로마트점,서울 서초구 청계산로 10 1층,서초구,37.4632288044056,127.043530153585
방배역점,서울 서초구 방배동 910-9,서초구,37.482179531164,126.996886364723
방배중앙점,서울특별시 서초구 동광로 1 (방배동 대양빌딩),서초구,37.4910714836313,126.983025685547
함지박사거리점,서울특별시 서초구 방배로 234 (방배동 우신빌딩 ) 102,서초구,37.4941611953765,126.989910590285
서울교대점,서울 서초구 서초동  1577-11,서초구,37.4897671130809,127.014095602672
예술의전당점,서울특별시 서초구 반포대로 32,서초구,37.4834385607122,127.012120757084
남부터미널점,서울 서초구 서초동  1444-2,서초구,37.4847547696244,127.018871387144
양재중앙점,서울 서초구 양재동  23 111호,서초구,37.4833930904418,127.034393681235
반포지하상가점,서울 서초구 신반포로 지하 200 도로지하 G-032호,서초구,37.5062203134857,127.005051680109
내방역점,서울 서초구 방배동  898-1,서초구,37.4875380923576,126.994301343096
교대역점,서울 서초구 서초동  1669-15,서초구,37.4934890448531,127.017123674583
서초점,서울 서초구 서초3동  서초대로48길 16      (1555-17번지) 1층,서초구,37.4920545290117,127.011320881073
양재점,서울 서초구 남부순환로347길 38  1층,서초구,37.4860263770271,127.031487443707
잠원논현점,서울 서초구 잠원동  38-26,서초구,37.5109192586872,127.020069318938
성수아카데미점,서울 성동구 성수동2가  277-17성수아카데미타워,성동구,37.5451717293504,127.057815950341
왕십리역점,서울 성동구 행당동  287-15,성동구,37.5611984824567,127.034609827664
옥수동점,서울 성동구 옥수동  매봉길 12,성동구,37.5452980059274,127.015693205964
성수우리W타워점,"서울 성동구 아차산로15길 19 1층(성수동2가, 우리W타워)",성동구,37.5447507856542,127.062069655934
마장동점,서울 성동구 마장동  478-38,성동구,37.5700200164451,127.037362633059
신금호역점,서울특별시 성동구 금호산길 64 (금호동2가),성동구,37.5539034830016,127.019640378475
마장역점,서울특별시 성동구 마장로 293-1,성동구,37.5659440041462,127.042171365841
상왕십리역점,서울특별시 성동구 무학봉15길 27 1층(하왕십리동),성동구,37.5637091555598,127.030171840031
왕십리센트라스점,서울 성동구 무학로 22 1층,성동구,37.566082525209,127.0303063608
텐즈힐점,"서울 성동구 무학로 33 153동 102호(하왕십리동, 텐즈힐)",성동구,37.5691641596929,127.02634785313
왕십리비트플렉스점,서울 성동구 왕십리광장로 17 지상2층,성동구,37.5614417528647,127.038394194396
답십리로데오점,서울 성동구 용답중앙15길 8 (용답동) 1층,성동구,37.5641084405355,127.053432156481
한양대생활과학관점,"서울 성동구 왕십리로 222 (사근동, 한양대학교) 서울캠퍼스(생활과학관 7층)",성동구,37.5545036393023,127.046611216845
서울숲리버포레점,"서울 성동구 왕십리로 137 (성수동1가, 서울숲아이파크리버포레)",성동구,37.5501670203702,127.04361144463
성신여대점,서울 성북구 동선동2가  305번지,성북구,37.5912042092174,127.020791056551
동덕여대점,서울 성북구 장월로1길 60,성북구,37.6060849311554,127.044908733601
고대타이거프라자점,"서울 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스) 2층",성북구,37.5887034223667,127.031698331241
안암래미안점,서울 성북구 안암동1가 190 1층 이디야커피,성북구,37.5890006095203,127.022020510653
장위뉴타운점,서울 성북구 장월로 144-1 (장위동) 1층,성북구,37.6177097892253,127.051043731077
성신여대역점,서울 성북구 동소문로17길 40 (동소문동6가) 1층,성북구,37.5939295699321,127.015893755022
석관동점,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치) 301동 1층 109호",성북구,37.6065244839458,127.062261154976
하월곡동점,서울특별시 성북구 오패산로 16 1층 (하월곡동),성북구,37.6036686229465,127.037521806164
보문역점,서울특별시 성북구 보문로 111,성북구,37.5849398539909,127.019340463549
장위동점,"서울 성북구 월계로40길 7 104호(장위동,센트럴타운)",성북구,37.6229729783825,127.048309344122
한성대점,서울 성북구 삼선교로10길 45 1층,성북구,37.5861829422572,127.010016222727
정릉중앙점,서울 성북구 정릉2동  161-17,성북구,37.6047103897151,127.011968043362
고대개운점,서울 성북구 안암동5가  15-57번지,성북구,37.5876916530074,127.029435723486
석계중앙점,서울 성북구 석관동  168-2,성북구,37.6137966316073,127.064946876308
돌곶이역점,서울 성북구 석관동  246-10,성북구,37.6102075065924,127.058102963278
길음뉴타운점,서울특별시 성북구 길음로 74-0 (길음동 길음뉴타운 ) 길음뉴타운상가 102,성북구,37.6092895738067,127.02103392513
종암동점,서울 성북구 종암동  87-4,성북구,37.5995979575784,127.03391679852
월곡1동점,서울 성북구 하월곡동  79-19,성북구,37.6107623095819,127.035132360018
고대점,서울 성북구 안암동5가  103-101,성북구,37.5842382869341,127.029596943178
송파위례점,"서울 송파구 위례광장로 188 135호, 136호",송파구,37.481085538274,127.142394775398
서울한방병원점,"서울 송파구 법원로11길 32 (문정동, 혜화복합시설) 이디야커피(서울한방병원점)",송파구,37.4855010122778,127.115853505576
삼전중앙점,서울 송파구 삼전동 100-5,송파구,37.5036940440389,127.092567839509
서울삼성내과점,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩) 1층 103호, 104호",송파구,37.5061702039866,127.08075330646
위례포레샤인점,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지) 근린생활시설2동 1층 101호, 102호",송파구,37.4751100001573,127.136558093148
송파올림픽훼미리타운점,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운) 상가동 1층 120호, 121호",송파구,37.4881292540693,127.111066039437
송파문정점,서울 송파구 송이로 159 (가락동) 1층 101호,송파구,37.4929585994279,127.125346805693
방이초교점,서울 송파구 가락로 280 (방이동) 1층 102호,송파구,37.5127330893982,127.120016251041
송파풍납점,서울특별시 송파구 강동대로9길 17-1 1층,송파구,37.5280970384524,127.11654304801
석촌백제점,서울 송파구 석촌동  백제고분로39길 15 (삼경빌딩) 1층 101호,송파구,37.5056617466954,127.104455184706
