브랜드명,지역,매장명,주소,위도,경도
투썸플레이스,부산,센텀스카이비즈점,부산광역시 해운대구 센텀중앙로 97 (재송동),35.1751629116698,129.124506074509
메머드커피,부산,부산센텀점,"부산광역시 해운대구 센텀중앙로 97, A동 씨-104호 일부(재송동)",35.1751629116698,129.124506074509
메가커피,부산,부산센텀큐비점,"부산광역시 해운대구 센텀중앙로 90, 1층 114호(재송동 , 큐비이센텀)",35.1754430801399,129.126430961339
컴포즈커피,부산,센텀점,"부산광역시 해운대구 센텀중앙로 90 (재송동, 큐비이센텀)",35.1754430801399,129.126430961339
컴포즈커피,경남,진주시청점,경상남도 진주시 도동천로 48 1층,35.1781185886931,128.104595750727
더벤티,경남,진주시청점,"경상남도 진주시 도동천로 48 (상평동, 진주센트럴자이) 상가동 105호",35.1781185886931,128.104595750727
컴포즈커피,부산,시청역점,부산광역시 연제구 연제로 30 B동 106호,35.1792657348573,129.076959383109
하삼동커피,부산,시청동원비스타점,부산광역시 연제구 연제로 30 105동 B105호,35.1792657348573,129.076959383109
하삼동커피,부산,시청동원비스타,부산광역시 연제구 연제로 30 105동 B105호,35.1792657348573,129.076959383109
컴포즈커피,부산,센텀파크점,부산광역시 해운대구 센텀중앙로 142 상가1동 101호,35.1795016077605,129.123276453416
하삼동커피,부산,센텀파크점,부산광역시 해운대구 센텀중앙로 142 더샵센텀파크2차아파트상가1동 112호,35.1795016077605,129.123276453416
메가커피,광주,광주동림하늘채점,"광주광역시 북구 동배마을길 29 (동림동, 운암산 코오롱하늘채)",35.1795053673611,126.859475509176
컴포즈커피,광주,광주운암산하늘채점,광주광역시 북구 동배마을길 29 120동 지하1층 120-5호,35.1795053673611,126.859475509176
메가커피,부산,부산송정점,"부산광역시 해운대구 송정해변로 50 , (송정동)1층5호",35.1798569433332,129.20052589123
컴포즈커피,부산,송정점,부산광역시 해운대구 송정해변로 50 (송정동),35.1798569433332,129.20052589123
스타벅스,부산,연산트레이더스,부산광역시 연제구 연산동 137-5,35.1834421,129.0899339
던킨도너츠,부산,트레이더스 연산,부산광역시 연제구 연산동 137-5,35.1834421,129.0899339
공차,경남,롯데아울렛김해점,경상남도 김해시 장유로 469 (신문동),35.1850621204763,128.829596369018
폴바셋,경남,롯데아울렛 김해점,경상남도 김해시 장유로 469 롯데아울렛 신관 1층,35.1850621204763,128.829596369018
메가커피,광주,광주각화더샵점,"광주광역시 북구 동문대로249번길 12 (각화동, 더샵 광주 포레스트)",35.1851453984906,126.928881837112
컴포즈커피,광주,광주각화더샵점,광주광역시 북구 동문대로249번길 12 301동 A103호,35.1851453984906,126.928881837112
컴포즈커피,경남,장유대청점,"경상남도 김해시 계동로102번길 27 108호 (대청동, 울트라상가)",35.1862494152005,128.796844925143
더벤티,경남,장유대청점,"경상남도 김해시 계동로102번길 27 (대청동, 울트라상가) 1층",35.1862494152005,128.796844925143
투썸플레이스,광주,광주수완롯데마트점,광주광역시 광산구 장신로 98,35.1894383628988,126.819287851791
이디야,광주,광주수완롯데마트점,광주광역시 광산구 장신로 98 (장덕동) 2층,35.1894383628988,126.819287851791
폴바셋,광주,롯데아울렛 광주수완점,광주광역시 광산구 장신로 98 롯데아울렛 수완점 1층,35.1894383628988,126.819287851791
메가커피,부산,부산아시아드레이카운티점,"부산광역시 연제구 아시아드대로 39 (거제동, 레이카운티)",35.1899959215514,129.066108752828
빽다방,부산,부산거제레이카운티점,"부산시 연제구 아시아드대로 39, 상가동 2단지 1층 120호",35.1899959215514,129.066108752828
더벤티,부산,부산연제레이카운티점,부산광역시 연제구 아시아드대로 39 (거제동) 상가동 1층 150호,35.1899959215514,129.066108752828
하삼동커피,부산,레이카운티점,"부산광역시 연제구 아시아드대로 39 (거제동, 레이카운티) 2단지 상가동 1층 112호 하삼동커피",35.1899959215514,129.066108752828
공차,부산,홈플러스아시아드점,부산광역시 연제구 거제동 1208 홈플러스,35.1909050227428,129.061419257391
파스쿠찌,부산,홈플러스아시아드점,부산광역시 연제구 거제동 1208 홈플러스,35.1909050227428,129.061419257391
컴포즈커피,부산,모라점,부산광역시 사상구 모라로 22 106호,35.1909071876104,128.984728051833
하삼동커피,부산,부산벤처타워점,"부산광역시 사상구 모라로 22 ,105호(모라동, 부산벤처타워)",35.1909071876104,128.984728051833
디저트39,부산,부산 연산점,부산광역시 연제구 반송로 89 (연산동) 1층 4호,35.191538058945,129.088297824307
할리스,부산,부산연산점,부산광역시 연제구 반송로 89 (연산동) 1층,35.191538058945,129.088297824307
메가커피,부산,연산파크시티점,"부산광역시 연제구 신금로 25 , 1층 149호(연산동 ,노블레스스퀘어)",35.1916035796354,129.094374231874
컴포즈커피,부산,연산파크시티점,부산광역시 연제구 신금로 25 노블레스상가 150호,35.1916035796354,129.094374231874
이디야,부산,동부산롯데몰점,부산광역시 기장군 기장읍 기장해안로 147,35.1923229796397,129.212495349946
공차,부산,롯데몰동부산점,"부산광역시 기장군 기장읍 기장해안로 147, 1층",35.1923229796397,129.212495349946
폴바셋,부산,롯데몰 동부산점,부산시 기장군 기장읍 기장해안로 147 롯데몰 동부산점 1층 F&B 코너,35.1923229796397,129.212495349946
메가커피,경남,마산중부경찰서점,경상남도 창원시 마산합포구 3.15대로 156 (중앙동2가),35.1924025237291,128.565163396471
하삼동커피,경남,마산합포중앙점,경상남도 창원시 마산합포구 3·15대로 156 1층 108호,35.1924025237291,128.565163396471
메가커피,부산,부산낙민점,"부산광역시 동래구 온천천로339번길 51 , 202동 1층 24호(낙민동 , 동래꿈에그린아파트)",35.196597853658,129.090761438022
하삼동커피,부산,낙민점,부산광역시 동래구 온천천로 339번길 51 1층,35.196597853658,129.090761438022
컴포즈커피,경남,창원삼정자점,"경상남도 창원시 성산구 삼정자로43번길 8 (성주동, 성주빌딩)",35.1987709387954,128.711023808892
하삼동커피,경남,창원성주점,경상남도 창원시 성산구 삼정자로43번길 8 1층 102호,35.1987709387954,128.711023808892
파스쿠찌,경남,장유여객터미널점,"경상남도 김해시 무계로 56, 메가시티몰 1층",35.2004380504343,128.819363680255
던킨도너츠,경남,장유여객터미널(휴점),경상남도 김해시 무계로 56 (무계동),35.2004380504343,128.819363680255
메가커피,광주,광주첨단비즈타워점,광주광역시 북구 첨단연신로 45 (연제동),35.2014768439792,126.863473849477
컴포즈커피,광주,광주첨단비즈타워점,광주광역시 북구 첨단연신로 45 1층 A-108호,35.2014768439792,126.863473849477
더벤티,광주,광주첨단비즈타워점,광주광역시 북구 첨단연신로 45 (연제동) 첨단리채비즈타워지식산업센터 A-119호,35.2014768439792,126.863473849477
하삼동커피,경남,인제대점,경상남도 김해시 인제로200번길 5 하삼동커피 104호,35.2026098840375,128.807649466993
하삼동커피,경남,장유코아점,경상남도 김해시 능동로149번길 6 104호 하삼동커피,35.2026098840375,128.807649466993
더벤티,부산,부산만덕점,"부산광역시 북구 덕천로276번길 60 (만덕동, 백양산동문굿모닝힐)",35.2058687951711,129.033190025409
하삼동커피,부산,굿모닝힐점,부산광역시 북구 덕천로276번길 60 상가동 106호,35.2058687951711,129.033190025409
메가커피,경남,창원가음정시장점,"경상남도 창원시 성산구 대정로 36 (가음동, 가음동종합상가)",35.2075341448965,128.698921726922
하삼동커피,경남,가음정점,경상남도 창원시 성산구 대정로 36 1층 4호,35.2075341448965,128.698921726922
컴포즈커피,경남,창원라포레점,경상남도 창원시 성산구 창원대로 888 라포레 128호,35.2087938761328,128.684884477157
하삼동커피,경남,가음정라포레점,경상남도 창원시 성산구 창원대로 888 1층,35.2087938761328,128.684884477157
메가커피,경남,남양점,"경상남도 창원시 성산구 가양로 97, 위드파크아파트 410동 상가 1층 101호(남양동)",35.2091950057862,128.703813539868
컴포즈커피,경남,창원남양위드파크점,경상남도 창원시 성산구 가양로 97 위드파크아파트 상가 103호,35.2091950057862,128.703813539868
공차,광주,광주양산점,"광주광역시 북구 하서로 400, 1층 공차(아이맘아동병원)",35.2105532794052,126.874644023112
던킨도너츠,광주,광주아이맘병원,"광주광역시 북구 하서로 400 (양산동, 아이맘아동병원)",35.2105532794052,126.874644023112
빽다방,경남,창원가음한림풀에버점,경상남도 창원시 성산구 가음정로23번길 10-21,35.2108568443804,128.688636587107
컴포즈커피,경남,기업사랑공원점,"경상남도 창원시 성산구 가음정로23번길 10-21 104호 (가음동, 창원 가음정 한림풀에버)",35.2108568443804,128.688636587107
더벤티,부산,부산강서구청점,부산광역시 강서구 대저로 265 (대저1동) 1층 더벤티,35.2133519742396,128.98138635112
메머드커피,부산,부산강서구청점,"부산광역시 강서구 대저로 265, 1층",35.2133519742396,128.98138635112
이디야,광주,광주첨단LC타워점,광주광역시 광산구 첨단중앙로 96 (월계동) 108호,35.2138342256441,126.843465057781
공차,광주,첨단엘씨타워점,"광주광역시 광산구 첨단중앙로 96, 1층 128호(월계동, 엘씨타워)",35.2138342256441,126.843465057781
메가커피,광주,광주첨단점,"광주광역시 광산구 첨단중앙로106번길 11, 103호(월계동)",35.2149991041017,126.843653598292
빽다방,광주,광주첨단로데오점,"광주시 광산구 첨단중앙로106번길 11, 104호",35.2149991041017,126.843653598292
하삼동커피,부산,서동시장점,부산광역시 금정구 서동로 147 1층,35.2150718742119,129.102688043509
하삼동커피,부산,대구월배점,부산광역시 금정구 서동로 147 1층,35.2150718742119,129.102688043509
이디야,경남,창원온천점,"경상남도 창원시 성산구 동산로65번길 24 1층 102호(상남동, 타임빌딩)",35.2167813631778,128.68515180363
컴포즈커피,경남,창원온천점,경상남도 창원시 성산구 동산로65번길 24 1층 101호,35.2167813631778,128.68515180363
컴포즈커피,경남,창원토월점,경상남도 창원시 성산구 동산로 122 1032호,35.2189963854301,128.690953952905
하삼동커피,경남,창원토월점,경상남도 창원시 성산구 동산로 122 스카이웰빙파크 1층,35.2189963854301,128.690953952905
컴포즈커피,경남,마산회원이편한점,경상남도 창원시 마산회원구 회원남로 65 219동 110호,35.2194026917238,128.569503435739
더벤티,경남,마산회원이편한점,경상남도 창원시 회원구 회원남로65 220동(상가동)111호 더벤티 마산회원이편한점,35.2194026917238,128.569503435739
투썸플레이스,부산,동래CGV점,"부산광역시 동래구 중앙대로 1523, 6층",35.2211719490401,129.085522588953
컴포즈커피,부산,온천장점,부산광역시 동래구 중앙대로 1523 상가A동 1층 14호,35.2211719490401,129.085522588953
던킨도너츠,부산,부산온천장역,"부산광역시 동래구 중앙대로 1523 (온천동, SKHUBSKY)",35.2211719490401,129.085522588953
메가커피,경남,창원법원점,"경상남도 창원시 성산구 창이대로692번길 5, 1층 103호(사파동 , 드림캐슬오피스텔)",35.2224568256373,128.699643505904
컴포즈커피,경남,창원법원점,경상남도 창원시 성산구 창이대로692번길 5 1층 108호,35.2224568256373,128.699643505904
이디야,경남,마산메트로시티점,경상남도 창원시 마산회원구 삼호로 80,35.2236728605877,128.584565894733
빽다방,경남,창원메트로시티점,"경상남도 창원시 마산회원구 삼호로 80, 메트로시티상가 B동 1층",35.2236728605877,128.584565894733
메가커피,부산,부산화명수정점,부산광역시 북구 학사로 15 (화명동),35.2241631567039,129.007676826692
컴포즈커피,부산,화명수정점,부산광역시 북구 학사로 15 101호,35.2241631567039,129.007676826692
하삼동커피,부산,화명수정점,부산광역시 북구 학사로 15 1층,35.2241631567039,129.007676826692
